query_id	subject_id	identity	qcov	scov	evalue	bitscore	best_hit	reciprocal_best_hit	confidence
MBB3330009.1	EHJ91342.1	59.7	82.8	88.3	3.54e-63	190.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3330010.1	EHJ91343.1	95.9	99.5	100.0	2.22e-136	376.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3330011.1	EHJ91344.1	67.8	94.3	93.5	2.13e-55	166.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330012.1	EHJ91345.1	50.1	95.7	99.8	1.64e-164	474.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3330013.1	EHJ91346.1	67.8	96.0	98.9	2.8e-118	337.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330014.1	EHJ91347.1	77.4	95.9	95.9	3.4599999999999997e-168	467.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330015.1	EHJ91348.1	61.5	100.0	80.2	6.9e-32	104.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330016.1	EHJ91349.1	74.3	94.9	99.3	3.2200000000000004e-291	798.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330017.1	EHJ91350.1	62.0	98.6	99.4	3.8600000000000004e-195	550.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330018.1	EHJ91351.1	65.1	97.8	99.1	5.770000000000001e-194	543.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330019.1	EHJ91352.1	88.1	100.0	100.0	1.04e-227	621.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3330020.1	EHJ91353.1	67.2	98.3	97.6	4.2900000000000003e-212	590.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330021.1	EHJ91354.1	59.7	92.1	96.6	2.3099999999999998e-135	390.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3330022.1	EHJ91355.1	67.9	92.0	97.4	6.27e-148	418.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330023.1	EHJ91356.1	81.4	97.2	98.2	1.55e-288	786.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3330024.1	EHJ91357.1	78.7	95.8	94.6	1.84e-164	457.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330025.1	EHJ91358.1	71.9	95.9	97.5	2.42e-122	344.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330026.1	EHJ91359.1	88.6	100.0	100.0	1.26e-270	735.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330027.1	EHJ91360.1	90.1	100.0	100.0	1.11e-233	639.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330028.1	EHJ91361.1	84.8	100.0	100.0	2.42e-186	511.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3330029.1	EHJ91362.1	64.0	97.1	88.9	1.43e-57	173.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330030.1	EHJ91363.1	52.8	82.9	90.0	3.22e-28	97.1	YES	YES	POSSIBLE_ORTHOLOG
MBB3330031.1	EHJ91364.1	85.0	100.0	100.0	0.0	1495.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3330032.1	EHJ91365.1	76.1	96.1	100.0	1.04e-206	571.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330033.1	EHJ91367.1	84.0	100.0	100.0	4.73e-196	537.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3330034.1	EHJ91368.1	80.7	98.7	95.5	1.78e-182	502.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330035.1	EHJ91369.1	71.5	97.7	93.7	1.2699999999999999e-188	522.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330036.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3330037.1	EHJ94625.1	31.0	53.9	45.4	4.3799999999999995e-40	155.0	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3330038.1	EHJ91370.1	86.0	100.0	100.0	2.0300000000000002e-247	675.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330039.1	EHJ91371.1	79.7	87.7	92.5	1e-120	341.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330040.1	EHJ91372.1	71.3	87.7	90.2	2.0599999999999999e-81	236.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330041.1	EHJ91373.1	59.2	89.8	90.6	2.8899999999999998e-282	792.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3330042.1	EHJ91414.1	39.6	64.8	34.4	7.78e-15	69.7	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3330043.1	EHJ91416.1	32.1	68.8	91.3	4.8e-07	42.7	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3330044.1	EHJ91374.1	75.3	98.1	99.5	2.72e-312	853.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330045.1	EHJ91375.1	64.2	94.2	96.8	3.0099999999999998e-146	413.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330046.1	EHJ91376.1	78.5	94.2	84.4	9.56e-36	112.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330047.1	EHJ91377.1	75.5	95.0	95.0	2.4e-131	369.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330048.1	EHJ91378.1	65.6	97.5	100.0	1.64e-75	219.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330049.1	EHJ91379.1	64.5	95.9	97.1	9.47e-145	409.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330050.1	EHJ91380.1	84.5	55.3	53.4	0.0	976.0	YES	YES	NO_RELIABLE_ORTHOLOG
MBB3330051.1	EHJ91381.1	76.9	99.0	98.4	3.44e-174	482.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330052.1	EHJ91382.1	71.0	95.5	100.0	5.91e-104	296.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330053.1	EHJ91383.1	65.6	97.2	88.9	1.44e-151	429.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330054.1	EHJ91384.1	70.8	98.0	100.0	1.21e-93	268.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330055.1	EHJ91385.1	66.0	99.3	89.8	1.1700000000000001e-64	192.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330056.1	EHJ91386.1	94.5	98.2	98.2	5.24e-35	109.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330057.1	EHJ91387.1	63.5	92.2	98.3	3.31e-137	392.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330058.1	EHJ91388.1	83.4	91.6	98.0	8.06e-171	473.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3330059.1	EHJ91389.1	84.6	100.0	100.0	1.8e-144	401.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3330060.1	EHJ91390.1	98.7	100.0	91.7	9.79e-46	138.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330061.1	EHJ91391.1	85.7	98.3	99.8	1.99e-259	705.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3330062.1	EHJ91392.1	58.0	93.8	94.8	1.12e-98	287.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3330063.1	EHJ91393.1	80.3	93.7	88.5	2.08e-187	518.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330064.1	EHJ91394.1	69.1	100.0	99.5	3.7499999999999997e-91	263.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330065.1	EHJ91395.1	75.5	95.3	98.2	3.4400000000000003e-179	496.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330066.1	EHJ91396.1	74.8	100.0	100.0	6.910000000000001e-58	171.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330067.1	EHJ91397.1	73.3	100.0	100.0	3.5099999999999997e-146	408.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330068.1	EHJ91398.1	53.0	94.7	93.8	3.6399999999999997e-60	183.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3330069.1	EHJ91399.1	71.2	99.7	99.2	0.0	993.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330070.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3330071.1	EHJ91400.1	86.6	100.0	100.0	0.0	1020.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3330072.1	EHJ91402.1	89.2	100.0	100.0	7.189999999999999e-152	420.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330073.1	EHJ91403.1	85.9	100.0	97.2	6.78e-178	491.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330074.1	EHJ91404.1	83.1	99.0	93.5	4.0200000000000004e-129	359.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3330075.1	EHJ91413.1	53.2	77.3	75.6	8.42e-65	200.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3330076.1	EHJ91414.1	59.2	93.4	95.5	4.33e-136	396.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3330077.1	EHJ91415.1	74.6	99.4	98.3	1.7000000000000002e-88	254.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330078.1	EHJ91416.1	80.7	84.4	99.1	9.069999999999999e-61	179.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330079.1	EHJ91417.1	59.1	35.3	34.4	4.660000000000001e-27	102.0	YES	YES	NO_RELIABLE_ORTHOLOG
MBB3330080.1	EHJ94597.1	28.6	92.5	92.5	1.9600000000000002e-26	106.0	YES	YES	NO_RELIABLE_ORTHOLOG
MBB3330081.1	EHJ91419.1	75.3	100.0	98.5	2.92e-157	436.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330082.1	EHJ91420.1	77.5	87.7	83.5	7.68e-33	105.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330083.1	EHJ91421.1	89.2	100.0	100.0	1.9e-274	744.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3330084.1	EHJ91422.1	77.4	99.2	99.7	0.0	1090.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330085.1	EHJ91423.1	88.5	98.9	78.2	9.439999999999999e-228	625.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330086.1	EHJ91424.1	90.8	97.0	98.0	1.22e-128	357.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330087.1	EHJ91425.1	45.4	100.0	100.0	1.56e-51	164.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3330088.1	EHJ91426.1	43.8	84.3	85.3	5.6800000000000005e-75	231.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3330089.1	EHJ91428.1	72.6	99.4	99.8	2.54e-234	647.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330090.1	EHJ91429.1	92.4	100.0	100.0	0.0	1095.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330091.1	EHJ91430.1	77.8	99.6	99.6	9.659999999999999e-159	439.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330092.1	EHJ91431.1	84.0	93.6	96.9	5.85e-128	358.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3330093.1	EHJ91432.1	87.3	100.0	100.0	7.93e-190	520.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330094.1	EHJ91433.1	71.1	97.9	97.0	9.48e-108	307.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330095.1	EHJ92699.1	50.0	78.7	91.1	2.9999999999999995e-54	169.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3330096.1	EHJ92776.1	63.3	97.8	99.4	2.12e-130	371.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330097.1	EHJ92700.1	85.7	94.8	98.0	0.0	946.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330098.1	EHJ92705.1	73.5	97.9	99.2	0.0	1064.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330099.1	EHJ92707.1	65.1	98.0	96.8	1.3e-138	391.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330100.1	EHJ92708.1	78.7	100.0	100.0	2.7900000000000003e-156	434.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330101.1	EHJ92709.1	62.9	96.4	95.2	6.52e-167	469.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330102.1	EHJ92710.1	72.4	98.0	99.4	1.22e-235	652.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330103.1	EHJ92711.1	71.6	99.1	99.8	1.72e-226	627.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330104.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3330105.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3330106.1	EHJ92713.1	81.2	95.9	99.8	3.93e-231	634.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3330107.1	EHJ92714.1	86.6	98.9	100.0	2.22e-167	461.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330108.1	EHJ92715.1	80.6	99.0	99.3	5.07e-168	464.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330109.1	EHJ92716.1	63.5	97.2	97.9	1.0899999999999999e-61	183.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330110.1	EHJ92717.1	73.3	97.8	97.3	4.21e-290	795.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330111.1	EHJ92718.1	65.9	94.2	93.8	9.77e-111	315.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330112.1	EHJ92719.1	77.3	98.9	99.2	0.0	1011.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330113.1	EHJ92720.1	79.5	98.4	83.4	1.89e-56	169.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330114.1	EHJ92721.1	77.9	93.5	98.3	3.2300000000000004e-156	435.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330115.1	EHJ92336.1	76.4	98.7	98.7	0.0	1503.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330116.1	EHJ92337.1	78.8	99.7	97.8	0.0	914.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330117.1	EHJ94333.1	34.3	75.8	79.1	1.09e-12	57.8	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3330118.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3330119.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3330120.1	EHJ94466.1	74.4	97.5	98.7	2.01e-276	758.0	YES	NO	POSSIBLE_ORTHOLOG
MBB3330121.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3330122.1	EHJ94683.1	52.4	100.0	99.8	1.75e-169	483.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3330123.1	EHJ91696.1	30.0	95.3	97.7	2.41e-38	134.0	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3330124.1	EHJ92724.1	73.7	92.7	91.2	2.8400000000000003e-110	313.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330125.1	EHJ92725.1	84.0	98.6	98.9	3.87e-192	525.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3330126.1	EHJ92726.1	93.8	100.0	98.1	2.84e-261	707.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3330127.1	EHJ92727.1	74.7	93.0	98.3	1.17e-165	459.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330128.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3330129.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3330130.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3330131.1	EHJ93106.1	37.0	89.4	69.3	2.4699999999999997e-40	139.0	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3330132.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3330133.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3330134.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3330135.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3330136.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3330137.1	EHJ94603.1	38.2	85.8	83.9	1.0999999999999999e-104	327.0	YES	YES	NO_RELIABLE_ORTHOLOG
MBB3330138.1	EHJ94609.1	64.8	99.4	99.3	1.6999999999999998e-142	401.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330139.1	EHJ94608.1	73.8	96.5	94.7	3.9599999999999997e-138	386.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330140.1	EHJ94607.1	50.6	87.4	86.2	1.3999999999999999e-24	85.9	YES	YES	POSSIBLE_ORTHOLOG
MBB3330141.1	EHJ94606.1	70.4	94.5	90.3	2.11e-187	521.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330142.1	EHJ94595.1	26.8	88.2	93.8	9.82e-38	147.0	YES	YES	NO_RELIABLE_ORTHOLOG
MBB3330143.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3330144.1	EHJ91461.1	86.1	96.9	100.0	3.3900000000000004e-198	543.0	YES	NO	POSSIBLE_ORTHOLOG
MBB3330145.1	EHJ91460.1	88.1	100.0	94.9	1.96e-178	491.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330146.1	EHJ91459.1	80.6	100.0	100.0	3.22e-243	664.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330147.1	EHJ91458.1	86.5	98.4	98.8	2.9200000000000002e-148	410.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330148.1	EHJ91457.1	87.4	98.8	94.8	3.33e-159	439.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330149.1	EHJ92729.1	62.8	87.6	95.5	5.49e-76	224.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330150.1	EHJ92730.1	91.7	100.0	100.0	0.0	943.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330151.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3330152.1	EHJ92731.1	69.2	99.7	99.4	3.52e-301	828.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330153.1	EHJ92732.1	97.2	100.0	100.0	6.919999999999999e-42	127.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330154.1	EHJ92733.1	85.0	100.0	98.6	1.6300000000000002e-208	571.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3330155.1	EHJ92734.1	70.9	93.3	95.8	7.25e-85	246.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330156.1	EHJ92735.1	71.1	100.0	96.0	4.12e-51	155.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330157.1	EHJ92736.1	64.3	100.0	94.0	2.4e-75	220.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330158.1	EHJ92737.1	61.2	95.0	99.7	4.26e-140	400.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330159.1	EHJ94217.1	41.0	70.1	53.8	4.82e-13	58.2	YES	NO	NO_RELIABLE_ORTHOLOG
MBB3330160.1	EHJ92738.1	71.3	100.0	99.3	1.2e-138	388.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330161.1	EHJ92741.1	79.0	61.8	100.0	1.7299999999999999e-41	129.0	YES	YES	NO_RELIABLE_ORTHOLOG
MBB3330162.1	EHJ92742.1	78.8	99.3	95.8	5.54e-150	417.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330163.1	EHJ92743.1	69.0	97.1	94.7	2.93e-158	444.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330164.1	EHJ92744.1	62.4	79.8	51.3	1.77e-63	197.0	YES	YES	NO_RELIABLE_ORTHOLOG
MBB3330165.1	EHJ92745.1	65.0	96.2	95.8	0.0	1094.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330166.1	EHJ92746.1	62.9	90.2	99.4	2.6999999999999997e-138	392.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330167.1	EHJ92747.1	70.1	98.7	99.1	5.220000000000001e-109	309.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330168.1	EHJ92748.1	77.8	71.2	98.0	6.94e-54	162.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330169.1	EHJ92397.1	73.8	100.0	100.0	1.05e-108	308.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330170.1	EHJ92398.1	82.3	100.0	100.0	4.5e-73	209.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330171.1	EHJ92399.1	90.0	100.0	99.0	5.65e-193	527.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3330172.1	EHJ92400.1	69.2	97.9	97.9	1.95e-69	203.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330173.1	EHJ92401.1	80.6	99.1	99.8	4.66e-238	653.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3330174.1	EHJ92402.1	83.6	97.3	86.9	2.28e-83	239.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330175.1	EHJ92403.1	70.5	100.0	100.0	1.25e-116	330.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330176.1	EHJ92404.1	75.7	91.4	88.9	1.5e-88	254.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330177.1	EHJ92405.1	72.0	87.7	87.0	5.1900000000000004e-194	541.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330178.1							YES	NO	NO_RELIABLE_ORTHOLOG
MBB3330179.1	EHJ92406.1	60.3	97.9	95.6	3.2899999999999996e-197	553.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330180.1	EHJ92408.1	82.7	99.3	99.3	1.27e-73	213.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330181.1	EHJ92409.1	85.4	100.0	100.0	1.53e-44	135.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330182.1	EHJ92410.1	86.0	100.0	100.0	4.19e-99	279.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330183.1	EHJ92411.1	82.6	93.3	96.6	1.24e-288	788.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330184.1	EHJ92412.1	93.0	100.0	100.0	2.2e-65	190.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330185.1	EHJ92413.1	93.0	100.0	100.0	4.54e-94	265.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330186.1	EHJ92414.1	76.0	96.9	96.9	0.0	1058.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330187.1	EHJ91251.1	64.0	99.8	98.0	0.0	1069.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330188.1	EHJ91250.1	73.6	93.8	96.4	2.89e-48	147.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330189.1	EHJ91249.1	64.7	96.3	98.4	8.910000000000001e-212	593.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330190.1	EHJ91248.1	59.1	96.4	96.4	5.780000000000001e-59	178.0	YES	YES	POSSIBLE_ORTHOLOG
MBB3330191.1	EHJ91247.1	76.4	100.0	100.0	1.53e-44	135.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330192.1	EHJ91246.1	62.6	87.2	96.1	7.38e-48	147.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330193.1	EHJ92415.1	78.3	95.9	97.8	1.8600000000000003e-213	585.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330194.1	EHJ92416.1	67.7	98.1	97.0	9.18e-281	770.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330195.1	EHJ92417.1	68.3	95.5	94.0	6.3e-62	183.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330196.1	EHJ92418.1	81.0	100.0	100.0	4.62e-60	176.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330197.1	EHJ92419.1	83.6	62.9	100.0	1.36e-35	112.0	YES	YES	NO_RELIABLE_ORTHOLOG
MBB3330198.1	EHJ92420.1	91.6	98.5	98.5	2.1299999999999998e-306	828.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3330199.1	EHJ92422.1	86.5	100.0	100.0	2.2700000000000002e-85	243.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330200.1	EHJ92423.1	75.0	98.9	98.6	2.4099999999999997e-146	409.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330201.1	EHJ92424.1	93.3	100.0	100.0	8.74e-49	145.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330202.1	EHJ92425.1	95.5	90.2	88.0	1.48e-76	219.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330203.1	EHJ92426.1	77.7	83.3	98.6	2.5800000000000003e-117	332.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330204.1	EHJ92427.1	84.4	94.9	91.5	0.0	1293.0	YES	YES	VERY_HIGH_CONFIDENCE
MBB3330205.1	EHJ92428.1	72.4	97.6	98.6	5.06e-155	431.0	YES	YES	PARALOG_AMBIGUOUS
MBB3330206.1	EHJ92429.1	94.5	100.0	91.0	1.25e-57	169.0	YES	YES	PARALOG_AMBIGUOUS
MBB3330207.1	EHJ92051.1	47.6	52.3	28.8	5.09e-19	78.2	YES	YES	NO_RELIABLE_ORTHOLOG
MBB3330208.1	EHJ92430.1	88.5	100.0	100.0	3.5799999999999998e-68	196.0	YES	YES	PARALOG_AMBIGUOUS
MBB3330209.1	EHJ92431.1	84.4	98.6	98.5	0.0	894.0	YES	YES	PARALOG_AMBIGUOUS
MBB3330210.1	EHJ92438.1	80.0	99.1	99.1	2.74e-241	661.0	YES	YES	PROBABLE_ORTHOLOG
MBB3330211.1	EHJ92439.1	92.7	100.0	100.0	0.0	1189.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330212.1	EHJ92441.1	76.2	99.6	99.0	0.0	1026.0	YES	YES	HIGH_CONFIDENCE_FUNCTIONAL_ORTHOLOG
MBB3330213.1	EHJ92886.1	48.1	94.8	92.9	6.7399999999999994e-68	206.0	YES	YES	POSSIBLE_ORTHOLOG
