gene_id	protein_id	ncbi_annotation	uniprot_id	uniprot_reviewed	uniprot_function	ec	ko	kegg_gene	go	diamond_hit	rbh_hit	identity	query_coverage	subject_coverage	evalue	bitscore	reference_gene	reference_function	evidence_sources	evidence_class	conflict_flag
NOT_IN_CURRENT_CARVEME	EHJ91897.1	7-cyano-7-deazaguanine synthase (EC 6.3.4.20) (7-cyano-7-carbaguanine synthase) (PreQ(0) synthase) (Queuosine biosynthesis protein QueC)	A0ABX4GBD3	UNKNOWN	Catalyzes the ATP-dependent conversion of 7-carboxy-7-deazaguanine (CDG) to 7-cyano-7-deazaguanine (preQ(0))..	6.3.4.20	MISSING			MBB3332490.1	YES	82.2	89.3	96.7			Csal_2038	7-cyano-7-deazaguanine synthase QueC	UNIPROT;EC;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ91898.1	7-carboxy-7-deazaguanine synthase (CDG synthase) (EC 4.3.99.3) (Queuosine biosynthesis protein QueE)	A0A265DUY9	UNKNOWN	Catalyzes the complex heterocyclic radical-mediated conversion of 6-carboxy-5,6,7,8-tetrahydropterin (CPH4) to 7-carboxy-7-deazaguanine (CDG), a step common to the biosynthetic pathways of all 7-deazapurine-containing compounds..	4.3.99.3	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT;EC	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ91899.1	6-carboxy-5,6,7,8-tetrahydropterin synthase (EC 4.1.2.50) (Queuosine biosynthesis protein QueD)	A0A265DVU3	UNKNOWN	6-carboxy-5,6,7,8-tetrahydropterin synthase (EC 4.1.2.50) (Queuosine biosynthesis protein QueD)	4.1.2.50	MISSING			MBB3332489.1	YES	58.4	100.0	97.2			UNMAPPED	MISSING	UNIPROT;EC;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ91900.1	UPF0153 protein	UNMAPPED	UNKNOWN	UPF0153 protein	MISSING	MISSING			MBB3332488.1	YES	70.0	61.2	98.4			UNMAPPED	MISSING	HC_RBH	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ91901.1	hypothetical protein KUC_3459	UNMAPPED	UNKNOWN	hypothetical protein KUC_3459	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ91902.1	hypothetical protein KUC_3460	UNMAPPED	UNKNOWN	hypothetical protein KUC_3460	MISSING	MISSING			MBB3331015.1	YES	79.3	78.4	96.3			UNMAPPED	MISSING	HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ91903.1	tRNA-(Ms[2]io[6]A)-hydroxylase	A0ABX4G722	UNKNOWN	tRNA-(Ms[2]io[6]A)-hydroxylase	MISSING	MISSING			MBB3331016.1	YES	78.2	95.3	93.5			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
EHJ91904_1	EHJ91904.1	Aconitate hydratase B (EC 4.2.1.3) (EC 4.2.1.99) (2-methylisocitrate dehydratase)	A0A265DUX7	UNKNOWN	Aconitate hydratase B (EC 4.2.1.3) (EC 4.2.1.99) (2-methylisocitrate dehydratase)	4.2.1.3; 4.2.1.99	MISSING			MBB3331018.1	YES	92.8	100.0	100.0			Csal_2058	bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase	UNIPROT;EC;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ91905.1	4-hydroxy-4-methyl-2-oxoglutarate aldolase (HMG aldolase) (EC 4.1.1.112) (EC 4.1.3.17) (Oxaloacetate decarboxylase)	A0A265DUX5	UNKNOWN	Catalyzes the aldol cleavage of 4-hydroxy-4-methyl-2-oxoglutarate (HMG) into 2 molecules of pyruvate. Also contains a secondary oxaloacetate (OAA) decarboxylase activity due to the common pyruvate enolate transition state formed following C-C bond cleavage in the retro-aldol and decarboxylation reactions..	4.1.1.112; 4.1.3.17	MISSING			MBB3331022.1	YES	82.2	96.9	95.2			UNMAPPED	MISSING	UNIPROT;EC;HC_RBH	VERY_HIGH	NO
EHJ91906_1	EHJ91906.1	Glycerophosphodiester phosphodiesterase	A0A265DUY4	UNKNOWN	Glycerophosphodiester phosphodiesterase	MISSING	MISSING			MBB3331023.1	YES	64.5	99.8	96.9			Csal_2061	glycerophosphodiester phosphodiesterase	UNIPROT;HC_RBH;HALOGEM_RBH	HIGH	NO
EHJ91907_1	EHJ91907.1	Glutathione hydrolase proenzyme (EC 2.3.2.2) (EC 3.4.19.13) [Cleaved into: Glutathione hydrolase large chain; Glutathione hydrolase small chain]	A0A265DUY8	UNKNOWN	Glutathione hydrolase proenzyme (EC 2.3.2.2) (EC 3.4.19.13) [Cleaved into: Glutathione hydrolase large chain; Glutathione hydrolase small chain]	2.3.2.2; 3.4.19.13	MISSING			MBB3331024.1	YES	71.6	94.4	96.3			Csal_2329	gamma-glutamyltransferase	UNIPROT;EC;HC_RBH;HALOGEM_RBH	HIGH	NO
EHJ91908_1	EHJ91908.1	Phosphoenolpyruvate synthase (PEP synthase) (EC 2.7.9.2) (Pyruvate, water dikinase)	A0ABX4G6I3	UNKNOWN	Catalyzes the phosphorylation of pyruvate to phosphoenolpyruvate..	2.7.9.2	MISSING			MBB3331025.1	YES	89.9	99.9	97.3			Csal_2062	phosphoenolpyruvate synthase	UNIPROT;EC;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ91909.1	Putative phosphoenolpyruvate synthase regulatory protein (PEP synthase regulatory protein) (PSRP) (EC 2.7.11.33) (EC 2.7.4.28) (Pyruvate, water dikinase regulatory protein)	A0ABX4G5Y6	UNKNOWN	Bifunctional serine/threonine kinase and phosphorylase involved in the regulation of the phosphoenolpyruvate synthase (PEPS) by catalyzing its phosphorylation/dephosphorylation..	2.7.11.33; 2.7.4.28	MISSING			MBB3331026.1	YES	83.8	100.0	98.6			UNMAPPED	MISSING	UNIPROT;EC;HC_RBH	VERY_HIGH	NO
EHJ91910_1	EHJ91910.1	Hypoxanthine-guanine phosphoribosyltransferase	A0A265DV74	UNKNOWN	Hypoxanthine-guanine phosphoribosyltransferase	MISSING	MISSING			MBB3331035.1	YES	87.0	100.0	100.0			Csal_2065	hypoxanthine-guanine phosphoribosyltransferase	UNIPROT;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
EHJ91911_1	EHJ91911.1	Beta-hexosaminidase (EC 3.2.1.52) (Beta-N-acetylhexosaminidase) (N-acetyl-beta-glucosaminidase)	A0A265DUZ9	UNKNOWN	Plays a role in peptidoglycan recycling by cleaving the terminal beta-1,4-linked N-acetylglucosamine (GlcNAc) from peptide-linked peptidoglycan fragments, giving rise to free GlcNAc, anhydro-N-acetylmuramic acid and anhydro-N-acetylmuramic acid-linked peptides..	3.2.1.52	MISSING			MBB3331036.1	YES	72.3	99.4	97.7			Csal_2067	beta-N-acetylhexosaminidase	UNIPROT;EC;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
EHJ91912_1	EHJ91912.1	hypothetical protein KUC_3470	UNMAPPED	UNKNOWN	hypothetical protein KUC_3470	MISSING	MISSING			MBB3331037.1	YES	71.9	78.5	93.1			UNMAPPED	MISSING	HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ91913.1	TetR/AcrR family transcriptional regulator	A0A265DUZ3	UNKNOWN	TetR/AcrR family transcriptional regulator	MISSING	MISSING			MBB3331038.1	YES	86.7	95.5	91.7			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ91914.1	LexA repressor (EC 3.4.21.88)	A0ABX4G691	UNKNOWN	Represses a number of genes involved in the response to DNA damage (SOS response), including recA and lexA. In the presence of single-stranded DNA, RecA interacts with LexA causing an autocatalytic cleavage which disrupts the DNA-binding part of LexA, leading to derepression of the SOS regulon and eventually DNA repair..	3.4.21.88	MISSING			MBB3331039.1	YES	78.9	100.0	98.3			UNMAPPED	MISSING	UNIPROT;EC;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ91915.1	Integral membrane protein	A0A265DUY6	UNKNOWN	Integral membrane protein	MISSING	MISSING			MBB3331041.1	YES	70.0	100.0	100.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
EHJ91916_1	EHJ91916.1	Formyltetrahydrofolate deformylase (EC 3.5.1.10) (Formyl-FH(4) hydrolase)	A0A265DUY5	UNKNOWN	Catalyzes the hydrolysis of 10-formyltetrahydrofolate (formyl-FH4) to formate and tetrahydrofolate (FH4)..	3.5.1.10	MISSING			MBB3331042.1	YES	84.5	100.0	100.0			Csal_1002	formyltetrahydrofolate deformylase	UNIPROT;EC;HC_RBH	VERY_HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ91917.1	MBL fold metallo-hydrolase	A0A265DUZ5	UNKNOWN	MBL fold metallo-hydrolase	MISSING	MISSING			MBB3331043.1	YES	70.8	94.1	97.9			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ91918.1	Molybdopterin synthase catalytic subunit (EC 2.8.1.12) (MPT synthase subunit 2) (Molybdenum cofactor biosynthesis protein E) (Molybdopterin-converting factor large subunit) (Molybdopterin-converting factor subunit 2)	A0ABX4G654	UNKNOWN	Molybdopterin synthase catalytic subunit (EC 2.8.1.12) (MPT synthase subunit 2) (Molybdenum cofactor biosynthesis protein E) (Molybdopterin-converting factor large subunit) (Molybdopterin-converting factor subunit 2)	2.8.1.12	MISSING			MBB3331046.1	YES	68.7	98.7	94.8			Csal_2077	molybdopterin synthase catalytic subunit MoaE	UNIPROT;EC;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ91919.1	Cyclic pyranopterin monophosphate synthase (EC 4.6.1.17) (Molybdenum cofactor biosynthesis protein C)	A0A265DUZ8	UNKNOWN	Catalyzes the conversion of (8S)-3',8-cyclo-7,8-dihydroguanosine 5'-triphosphate to cyclic pyranopterin monophosphate (cPMP)..	4.6.1.17	MISSING			MBB3331047.1	YES	68.5	100.0	100.0			UNMAPPED	MISSING	UNIPROT;EC;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ91920.1	Molybdopterin-guanine dinucleotide biosynthesis protein B	A0ABX4G6R6	UNKNOWN	Molybdopterin-guanine dinucleotide biosynthesis protein B	MISSING	MISSING			MBB3331049.1	YES	59.0	88.9	83.1			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
EHJ91921_1	EHJ91921.1	Uracil permease	A0A265DV87	UNKNOWN	Uracil permease	MISSING	MISSING			MBB3331052.1	YES	90.3	97.3	98.3			Csal_2088	uracil-xanthine permease family protein	UNIPROT;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
EHJ91922_1	EHJ91922.1	Uracil phosphoribosyltransferase (EC 2.4.2.9) (UMP pyrophosphorylase) (UPRTase)	A0A265DV09	UNKNOWN	Catalyzes the conversion of uracil and 5-phospho-alpha-D-ribose 1-diphosphate (PRPP) to UMP and diphosphate..	2.4.2.9	MISSING			MBB3331060.1	YES	85.2	100.0	100.0			Csal_2095	uracil phosphoribosyltransferase	UNIPROT;EC;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ91923.1	Uracil-DNA glycosylase (UDG) (EC 3.2.2.27)	A0A265DVV8	UNKNOWN	Excises uracil residues from the DNA which can arise as a result of misincorporation of dUMP residues by DNA polymerase or due to deamination of cytosine..	3.2.2.27	MISSING			MBB3331061.1	YES	76.7	100.0	99.6			UNMAPPED	MISSING	UNIPROT;EC;HC_RBH	HIGH	NO
EHJ91924_1	EHJ91924.1	Xanthine-guanine phosphoribosyltransferase (XGPRT) (EC 2.4.2.22) (Xanthine phosphoribosyltransferase)	A0A265DV02	UNKNOWN	Purine salvage pathway enzyme that catalyzes the transfer of the ribosyl-5-phosphate group from 5-phospho-alpha-D-ribose 1-diphosphate (PRPP) to the N9 position of the 6-oxopurines guanine and xanthine to form the corresponding ribonucleotides GMP (guanosine 5'-monophosphate) and XMP (xanthosine 5'-monophosphate), with the release of PPi. To a lesser extent, also acts on hypoxanthine..	2.4.2.22	MISSING			MBB3331062.1	YES	89.3	100.0	100.0			Csal_2097	xanthine phosphoribosyltransferase	UNIPROT;EC;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
EHJ91925_1	EHJ91925.1	Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7)	A0A265DV61	UNKNOWN	Catalyzes a salvage reaction resulting in the formation of AMP, that is energically less costly than de novo synthesis..	2.4.2.7	MISSING			MBB3331063.1	YES	88.4	100.0	100.0			Csal_2098	adenine phosphoribosyltransferase	UNIPROT;EC;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
EHJ91926_1	EHJ91926.1	NCS2 family permease	A0A265DUZ2	UNKNOWN	NCS2 family permease	MISSING	MISSING			MBB3331064.1	YES	91.8	99.1	99.3			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
EHJ91927_1	EHJ91927.1	Riboflavin synthase (EC 2.5.1.9)	A0A265DUZ1	UNKNOWN	Catalyzes the dismutation of two molecules of 6,7-dimethyl-8-ribityllumazine, resulting in the formation of riboflavin and 5-amino-6-(D-ribitylamino)uracil..	2.5.1.9	MISSING			MBB3331065.1	YES	73.9	99.0	94.5			Csal_2099	riboflavin synthase	UNIPROT;EC;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
EHJ91928_1	EHJ91928.1	Cell division ATP-binding protein FtsE	A0A265DV04	UNKNOWN	Part of the ABC transporter FtsEX involved in cellular division. Important for assembly or stability of the septal ring..	MISSING	MISSING			MBB3331066.1	YES	76.7	100.0	100.0			Csal_2100	methionine ABC transporter ATP-binding protein	UNIPROT;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
EHJ91929_1	EHJ91929.1	ABC transporter permease	A0A265DV08	UNKNOWN	ABC transporter permease	MISSING	MISSING			MBB3331067.1	YES	84.3	100.0	100.0			Csal_2101	ABC transporter permease	UNIPROT;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
EHJ91930_1	EHJ91930.1	Lipoprotein, YaeC family	A0A265DV40	UNKNOWN	Lipoprotein, YaeC family	MISSING	MISSING			MBB3331068.1	YES	79.1	99.6	99.2			Csal_2102	MetQ/NlpA family ABC transporter substrate-binding protein	UNIPROT;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
EHJ91931_1	EHJ91931.1	Histidine kinase	A0A265DV97	UNKNOWN	Histidine kinase	MISSING	MISSING			MBB3331069.1	YES	77.3	96.8	93.2			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ91932.1	Endonuclease	A0A265DV20	UNKNOWN	Endonuclease	MISSING	MISSING			MBB3331077.1	YES	68.9	98.3	98.3			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
EHJ91933_1	EHJ91933.1	Fumarate hydratase class II (Fumarase C) (EC 4.2.1.2) (Aerobic fumarase) (Iron-independent fumarase)	A0ABX4G6Z3	UNKNOWN	Involved in the TCA cycle. Catalyzes the stereospecific interconversion of fumarate to L-malate..	4.2.1.2	MISSING			MBB3331078.1	YES	79.9	98.7	99.8			Csal_2108	class II fumarate hydratase	UNIPROT;EC;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ91934.1	Phasin family protein	A0ABX4G608	UNKNOWN	Phasin family protein	MISSING	MISSING			MBB3331079.1	YES	67.0	82.8	91.4			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ91935.1	DnaA regulatory inactivator Hda	A0A265DV77	UNKNOWN	DnaA regulatory inactivator Hda	MISSING	MISSING			MBB3331081.1	YES	75.7	100.0	100.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
EHJ91936_1	EHJ91936.1	AI-2E family transporter	A0ABX4G7H5	UNKNOWN	AI-2E family transporter	MISSING	MISSING			MBB3331082.1	YES	65.6	93.1	92.9			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
EHJ91937_1	EHJ91937.1	Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1) (AIR synthase) (AIRS) (Phosphoribosyl-aminoimidazole synthetase)	A0A265DV01	UNKNOWN	Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1) (AIR synthase) (AIRS) (Phosphoribosyl-aminoimidazole synthetase)	6.3.3.1	MISSING			MBB3331083.1	YES	81.6	99.7	99.2			Csal_2112	phosphoribosylformylglycinamidine cyclo-ligase	UNIPROT;EC;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
EHJ91938_1	EHJ91938.1	Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase) (GART)	A0A265DV16	UNKNOWN	Catalyzes the transfer of a formyl group from 10-formyltetrahydrofolate to 5-phospho-ribosyl-glycinamide (GAR), producing 5-phospho-ribosyl-N-formylglycinamide (FGAR) and tetrahydrofolate..	2.1.2.2	MISSING			MBB3331084.1	YES	80.7	100.0	97.2			Csal_2113	phosphoribosylglycinamide formyltransferase	UNIPROT;EC;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
EHJ91939_1	EHJ91939.1	dCTP deaminase (EC 3.5.4.13) (Deoxycytidine triphosphate deaminase)	A0ABX4G611	UNKNOWN	Catalyzes the deamination of dCTP to dUTP..	3.5.4.13	MISSING			MBB3331085.1	YES	91.0	94.1	100.0			Csal_2114	dCTP deaminase	UNIPROT;EC;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ91940.1	Iron-sulfur cluster carrier protein	A0A265DV50	UNKNOWN	Binds and transfers iron-sulfur (Fe-S) clusters to target apoproteins. Can hydrolyze ATP..	MISSING	MISSING			MBB3331086.1	YES	77.2	99.6	100.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ91941.1	Laminin subunit beta-2	UNMAPPED	UNKNOWN	Laminin subunit beta-2	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING		UNMAPPED	NO
EHJ91942_1	EHJ91942.1	uroporphyrinogen-III C-methyltransferase (EC 2.1.1.107)	A0ABX4G662	UNKNOWN	uroporphyrinogen-III C-methyltransferase (EC 2.1.1.107)	2.1.1.107	MISSING			MBB3331118.1	YES	68.2	98.9	88.1			Csal_2314	uroporphyrinogen-III C-methyltransferase	UNIPROT;EC;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ91943.1	diguanylate cyclase (EC 2.7.7.65)	A0ABX4G6B2	UNKNOWN	diguanylate cyclase (EC 2.7.7.65)	2.7.7.65	MISSING			MBB3331123.1	YES	54.3	92.1	94.0			UNMAPPED	MISSING	UNIPROT;EC;HC_RBH	PROBABLE	NO
EHJ91944_1	EHJ91944.1	Putative pterin-4-alpha-carbinolamine dehydratase (PHS) (EC 4.2.1.96) (4-alpha-hydroxy-tetrahydropterin dehydratase) (Pterin carbinolamine dehydratase) (PCD)	A0A265DVX8	UNKNOWN	Putative pterin-4-alpha-carbinolamine dehydratase (PHS) (EC 4.2.1.96) (4-alpha-hydroxy-tetrahydropterin dehydratase) (Pterin carbinolamine dehydratase) (PCD)	4.2.1.96	MISSING			MBB3331127.1	YES	59.5	99.1	99.1			Csal_1321	4a-hydroxytetrahydrobiopterin dehydratase	UNIPROT;EC;HC_RBH;HALOGEM_RBH	HIGH	NO
EHJ91945_1	EHJ91945.1	Aspartate/tyrosine/aromatic aminotransferase	A0A265DV24	UNKNOWN	Aspartate/tyrosine/aromatic aminotransferase	MISSING	MISSING			MBB3331128.1	YES	90.1	100.0	99.7			Csal_1320	aspartate/tyrosine/aromatic aminotransferase	UNIPROT;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ91946.1	Uracil permease	A0A265DV89	UNKNOWN	Uracil permease	MISSING	MISSING			MBB3331969.1	YES	89.7	96.1	64.8			UNMAPPED	MISSING	UNIPROT;HC_RBH	UNMAPPED	NO
NOT_IN_CURRENT_CARVEME	EHJ91947.1	MATE family efflux transporter	A0A265DV18	UNKNOWN	MATE family efflux transporter	MISSING	MISSING			MBB3331967.1	YES	75.7	98.0	98.4			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ91948.1	Lipid/polyisoprenoid-binding YceI-like domain-containing protein	A0A265DV15	UNKNOWN	Lipid/polyisoprenoid-binding YceI-like domain-containing protein	MISSING	MISSING			MBB3331965.1	YES	77.3	100.0	100.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ91949.1	Cytochrome b	A0ABX4G8T3	UNKNOWN	Cytochrome b	MISSING	MISSING			MBB3331964.1	YES	74.7	96.7	93.7			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ91950.1	Uncharacterized protein	A0A265DV27	UNKNOWN	Uncharacterized protein	MISSING	MISSING			UNMAPPED	NOT_TESTED	MISSING	MISSING	MISSING			UNMAPPED	MISSING	UNIPROT	UNMAPPED	NO
EHJ91951_1	EHJ91951.1	O-succinylhomoserine sulfhydrylase (OSH sulfhydrylase) (OSHS sulfhydrylase) (EC 2.5.1.-)	A0A265DV25	UNKNOWN	Catalyzes the formation of L-homocysteine from O-succinyl-L-homoserine (OSHS) and hydrogen sulfide..	2.5.1.-	MISSING			MBB3331962.1	YES	82.3	97.7	97.7			Csal_1268	O-succinylhomoserine sulfhydrylase	UNIPROT;EC;HC_RBH;HALOGEM_RBH	CONFLICT	YES
EHJ91952_1	EHJ91952.1	Amidophosphoribosyltransferase (ATase) (EC 2.4.2.14) (Glutamine phosphoribosylpyrophosphate amidotransferase) (GPATase)	A0ABX4G6V0	UNKNOWN	Catalyzes the formation of phosphoribosylamine from phosphoribosylpyrophosphate (PRPP) and glutamine..	2.4.2.14	MISSING			MBB3331961.1	YES	90.6	99.0	99.8			Csal_1267	amidophosphoribosyltransferase	UNIPROT;EC;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ91953.1	Colicin V production protein	A0A265DVB5	UNKNOWN	Colicin V production protein	MISSING	MISSING			MBB3331960.1	YES	56.9	92.1	91.1			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
NOT_IN_CURRENT_CARVEME	EHJ91954.1	SPOR domain-containing protein	A0A265DV39	UNKNOWN	SPOR domain-containing protein	MISSING	MISSING			MBB3331959.1	YES	44.6	100.0	100.0			UNMAPPED	MISSING	UNIPROT;HC_RBH	PROBABLE	NO
EHJ91955_1	EHJ91955.1	Dihydrofolate synthase/folylpolyglutamate synthase (EC 6.3.2.12) (EC 6.3.2.17) (Folylpoly-gamma-glutamate synthetase-dihydrofolate synthetase) (Folylpolyglutamate synthetase) (Tetrahydrofolylpolyglutamate synthase)	A0A265DV59	UNKNOWN	Functions in two distinct reactions of the de novo folate biosynthetic pathway. Catalyzes the addition of a glutamate residue to dihydropteroate (7,8-dihydropteroate or H2Pte) to form dihydrofolate (7,8-dihydrofolate monoglutamate or H2Pte-Glu). Also catalyzes successive additions of L-glutamate to tetrahydrofolate or 10-formyltetrahydrofolate or 5,10-methylenetetrahydrofolate, leading to folylpolyglutamate derivatives..	6.3.2.12; 6.3.2.17	MISSING			MBB3331958.1	YES	57.0	97.4	98.4			Csal_1264	bifunctional tetrahydrofolate synthase/dihydrofolate synthase	UNIPROT;EC;HC_RBH;HALOGEM_RBH	HIGH	NO
EHJ91956_1	EHJ91956.1	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	A0A265DVY8	UNKNOWN	Component of the acetyl coenzyme A carboxylase (ACC) complex. Biotin carboxylase (BC) catalyzes the carboxylation of biotin on its carrier protein (BCCP) and then the CO(2) group is transferred by the transcarboxylase to acetyl-CoA to form malonyl-CoA..	2.1.3.15	MISSING			MBB3331957.1	YES	87.0	87.4	90.6			UNMAPPED	MISSING	UNIPROT;EC;HC_RBH	HIGH	NO
EHJ91957_1	EHJ91957.1	Tryptophan synthase alpha chain (EC 4.2.1.20)	A0A265DV35	UNKNOWN	The alpha subunit is responsible for the aldol cleavage of indoleglycerol phosphate to indole and glyceraldehyde 3-phosphate..	4.2.1.20	MISSING			MBB3331956.1	YES	82.4	98.5	100.0			Csal_1262	tryptophan synthase subunit alpha	UNIPROT;EC;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
EHJ91958_1	EHJ91958.1	Tryptophan synthase beta chain (EC 4.2.1.20)	A0ABX4G631	UNKNOWN	The beta subunit is responsible for the synthesis of L-tryptophan from indole and L-serine..	4.2.1.20	MISSING			MBB3331955.1	YES	90.8	99.5	97.6			Csal_1261	tryptophan synthase subunit beta	UNIPROT;EC;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ91959.1	N-(5'-phosphoribosyl)anthranilate isomerase (PRAI) (EC 5.3.1.24)	A0A265DV28	UNKNOWN	N-(5'-phosphoribosyl)anthranilate isomerase (PRAI) (EC 5.3.1.24)	5.3.1.24	MISSING			MBB3331954.1	YES	64.3	97.6	97.6			Csal_1260	phosphoribosylanthranilate isomerase	UNIPROT;EC;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
EHJ91960_1	EHJ91960.1	tRNA pseudouridine synthase A (EC 5.4.99.12) (tRNA pseudouridine(38-40) synthase) (tRNA pseudouridylate synthase I) (tRNA-uridine isomerase I)	A0A265DV26	UNKNOWN	Formation of pseudouridine at positions 38, 39 and 40 in the anticodon stem and loop of transfer RNAs..	5.4.99.12	MISSING			MBB3331953.1	YES	70.4	99.7	99.7			UNMAPPED	MISSING	UNIPROT;EC;HC_RBH	HIGH	NO
NOT_IN_CURRENT_CARVEME	EHJ91961.1	LysM domain-containing protein	A0A265DV37	UNKNOWN	LysM domain-containing protein	MISSING	MISSING			MBB3331952.1	YES	46.7	29.4	39.6			UNMAPPED	MISSING	UNIPROT;HC_RBH	UNMAPPED	NO
EHJ91962_1	EHJ91962.1	Aspartate-semialdehyde dehydrogenase (ASA dehydrogenase) (ASADH) (EC 1.2.1.11) (Aspartate-beta-semialdehyde dehydrogenase)	A0A265DV34	UNKNOWN	Catalyzes the NADPH-dependent formation of L-aspartate-semialdehyde (L-ASA) by the reductive dephosphorylation of L-aspartyl-4-phosphate..	1.2.1.11	MISSING			MBB3331951.1	YES	88.6	100.0	100.0			Csal_2450	aspartate-semialdehyde dehydrogenase	UNIPROT;EC;HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
EHJ91963_1	EHJ91963.1	3-isopropylmalate dehydrogenase	UNMAPPED	UNKNOWN	3-isopropylmalate dehydrogenase	MISSING	MISSING			MBB3331950.1	YES	89.9	80.2	99.0			Csal_2451	3-isopropylmalate dehydrogenase	HC_RBH;HALOGEM_RBH	VERY_HIGH	NO
